Designator,Mid X,Mid Y,Rotation,Layer
J1,102.36,-144.745,180.0,top
J10,144.0,-144.721773,0.0,bottom
J11,158.62,-144.745,180.0,bottom
J12,133.5,-144.721773,0.0,bottom
J2,180.265,-144.95,0.0,top
J3,167.99,-154.01,90.0,top
J4,167.76,-135.88,90.0,top
J5,137.26743,-154.91,90.0,top
J6,112.26,-153.07,90.0,top
J7,142.34743,-134.59,90.0,top
J8,113.53,-145.87,90.0,top
J9,173.62,-144.745,180.0,bottom
