Designator,Mid X,Mid Y,Rotation,Layer
J1,56.22,-115.53,0.0,top
J2,104.61,-107.985,270.0,top
J3,68.88,-116.93,180.0,bottom
J6,142.38,-115.53,0.0,top
U1,79.23,-122.85,0.0,top
U2,79.243,-113.0175,0.0,top
U3,104.93,-122.82,0.0,top
U4,66.023,-113.0475,0.0,top
U5,92.08,-122.8,0.0,top
U6,135.75312,-105.34218,180.0,top
